"trialId","answer","correctAnswer","pid"
"area_chart-describe_trend_or_correlation-education","The number of graduates increases over time.","The number of graduates increases over time.","p78"
"area_chart-identify_range-energy_and_environment","[138, 961]","[138, 961]","p78"
"area_chart-locate_value-weather_and_climate","Day 11","Day 11","p78"
"area_chart-retrieve_value-population_and_demography","3112","3112","p78"
"bar_chart-identify_range-politics","[1941, 9918]","[1941, 9918]","p78"
"bar_chart-locate_value-education","Biology and Psychology","Biology and Psychology","p78"
"bar_chart-make_comparisons-food_and_agriculture","Soybeans","Soybeans","p78"
"bar_chart-retrieve_value-weather_and_climate","100","100","p78"
"bubble_chart-describe_trend_or_correlation-economy","There is no clear trend or correlation between GDP and Unemployment Rate.","There is no clear trend or correlation between GDP and Unemployment Rate.","p78"
"bubble_chart-identify_range-population_and_demography","[39641, 95160]","[39641, 95160]","p78"
"bubble_chart-locate_value-health","Patient 2","Patient 2","p78"
"bubble_chart-make_comparisons-population_and_demography","Metropolis","Metropolis","p78"
"bubble_chart-retrieve_value-education","570","570","p78"
"bubble_chart_with_cluster-identify_clusters-innovation","Company A, Company B, Company C, Company D","Company A, Company B, Company C, Company D","p78"
"bubble_chart_with_outlier-identify_anomalies-education","School A","School A","p78"
"choropleth_map-locate_value-politics","New York","New York","p78"
"choropleth_map-make_comparisons-economy","Florida","Florida","p78"
"choropleth_map-retrieve_value-economy","99708","99708","p78"
"histogram-locate_value-politics","36 votes","36 votes","p78"
"histogram-make_comparisons-health","150-159","150-159","p78"
"histogram-retrieve_value-health","188","222","p78"
"line_chart-describe_trend_or_correlation-energy_and_environment","There is no clear trend in energy consumption over time.","There is no clear trend in energy consumption over time.","p78"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-innovation","947","823","p78"
"line_chart-identify_range-economy","[1, 10]","[1, 10]","p78"
"line_chart-locate_value-economy","2003","2003","p78"
"line_chart-retrieve_value-energy_and_environment","113","113","p78"
"pie_chart-locate_value-economy","Construction","Construction","p78"
"pie_chart-make_comparisons-weather_and_climate","Tropical","Tropical","p78"
"pie_chart-retrieve_value-economy","40%","40%","p78"
"scatterplot-describe_trend_or_correlation-health","A strong negative correlation between Weight and Height.","A strong negative correlation between Weight and Height.","p78"
"scatterplot-identify_range-food_and_agriculture","[2074, 4983]","[2074, 4983]","p78"
"scatterplot-locate_value-innovation","Research Investment of 38 million","Research Investment of 38 million","p78"
"scatterplot-make_comparisons-economy","The Unemployment Rate is higher at a GDP of 1500 billion.","The Unemployment Rate is higher at a GDP of 1500 billion.","p78"
"scatterplot-retrieve_value-economy","0","0","p78"
"scatterplot_with_cluster-identify_clusters-weather_and_climate","Around 80 degrees temperature and 90 degrees humidity","Around 50 degrees temperature and 50 degrees humidity","p78"
"scatterplot_with_outlier-identify_anomalies-politics","Political Support at 51 and Opposition at 150","Political Support at 51 and Opposition at 150","p78"
"stacked_area_chart-describe_trend_or_correlation-food_and_agriculture","One crop dominates the production throughout the entire period.","Production of each crop fluctuates without a clear upward or downward trend.","p78"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-education","3.2","2.2","p78"
"stacked_area_chart-locate_value-food_and_agriculture","2012","2012","p78"
"stacked_area_chart-make_comparisons-health","Cardiovascular","Cardiovascular","p78"
"stacked_area_chart-retrieve_value-energy_and_environment","600 GWh","312 GWh","p78"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-population_and_demography","0.3","1.3","p78"
"stacked_bar_chart-locate_value-economy","2018, Technology, $492 million","2018, Technology, $492 million","p78"
"stacked_bar_chart-make_comparisons-population_and_demography","Region F","Region F","p78"
"stacked_bar_chart-retrieve_value-weather_and_climate","35","51","p78"
"tree_map-identify_the_hierarchical_structure-innovation","Healthcare","Healthcare","p78"
"tree_map-locate_value-innovation","Pharma","Pharma","p78"
"tree_map-retrieve_value-health","2%","5%","p78"
"100_percent_stacked_bar_chart-locate_value-economy","Agriculture, 2020","Agriculture, 2020","p65"
"100_percent_stacked_bar_chart-make_comparisons-weather_and_climate","Cloudy","Cloudy","p65"
"100_percent_stacked_bar_chart-retrieve_value-economy","3%","3%","p65"
"area_chart-describe_trend_or_correlation-economy","The GDP remains constant over the years.","The GDP remains constant over the years.","p65"
"area_chart-identify_range-economy","[961, 961]","[961, 961]","p65"
"area_chart-locate_value-economy","Every year from 2001 to 2020","Every year from 2001 to 2020","p65"
"area_chart-retrieve_value-innovation","142","142","p65"
"bar_chart-identify_range-food_and_agriculture","[217, 917]","[217, 917]","p65"
"bar_chart-locate_value-energy_and_environment","Nuclear","Nuclear","p65"
"bar_chart-make_comparisons-innovation","IoT","IoT","p65"
"bar_chart-retrieve_value-population_and_demography","3226","3226","p65"
"bubble_chart-describe_trend_or_correlation-economy","There is no clear trend or correlation between GDP and Unemployment Rate.","There is no clear trend or correlation between GDP and Unemployment Rate.","p65"
"bubble_chart-identify_range-education","[47, 108]","[62, 98]","p65"
"bubble_chart-locate_value-politics","Libertarian Party with $1,378,536","Libertarian Party with $1,378,536","p65"
"bubble_chart-make_comparisons-health","The patient aged 33 years","The patient aged 33 years","p65"
"bubble_chart-retrieve_value-economy","7 million","7 million","p65"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 1, City 2, City 3, and City 4","City 1, City 2, City 3, and City 4","p65"
"bubble_chart_with_outlier-identify_anomalies-education","School A","School A","p65"
"choropleth_map-locate_value-energy_and_environment","Maryland","Maryland","p65"
"choropleth_map-make_comparisons-politics","Michigan","Michigan","p65"
"choropleth_map-retrieve_value-innovation","475","475","p65"
"histogram-locate_value-economy","$82,000","$82,000","p65"
"histogram-make_comparisons-weather_and_climate","60-70°F","60-70°F","p65"
"histogram-retrieve_value-health","222","222","p65"
"line_chart-describe_trend_or_correlation-education","Enrollment numbers doubled over the period.","Fluctuations in enrollment numbers without a clear upward or downward trend.","p65"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-energy_and_environment","20.0 GWh","24.0 GWh","p65"
"line_chart-identify_range-politics","[32, 68]","[32, 68]","p65"
"line_chart-locate_value-weather_and_climate","Day 11 and Day 20","Day 11 and Day 20","p65"
"line_chart-retrieve_value-food_and_agriculture","710","710","p65"
"pie_chart-locate_value-health","Exercise","Exercise","p65"
"pie_chart-make_comparisons-weather_and_climate","Tropical","Tropical","p65"
"pie_chart-retrieve_value-weather_and_climate","30%","30%","p65"
"scatterplot-describe_trend_or_correlation-innovation","There is no clear trend or correlation between Research Investment and Innovation Scores.","There is no clear trend or correlation between Research Investment and Innovation Scores.","p65"
"scatterplot-identify_range-energy_and_environment","[106, 492]","[106, 492]","p65"
"scatterplot-locate_value-innovation","Research Investment of 38 million","Research Investment of 38 million","p65"
"scatterplot-make_comparisons-weather_and_climate","90-100°F","90-100°F","p65"
"scatterplot-retrieve_value-population_and_demography","47","47","p65"
"scatterplot_with_cluster-identify_clusters-economy","Around GDP of 300 and Unemployment Rate of 12","Around GDP of 300 and Unemployment Rate of 12","p65"
"scatterplot_with_outlier-identify_anomalies-food_and_agriculture","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","p65"
"stacked_area_chart-describe_trend_or_correlation-energy_and_environment","No energy source shows a consistently increasing trend over the years.","No energy source shows a consistently increasing trend over the years.","p65"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","0.7","0.7","p65"
"stacked_area_chart-locate_value-education","180","106","p65"
"stacked_area_chart-make_comparisons-population_and_demography","Age group ""65+"" had a larger population.","Age group ""65+"" had a larger population.","p65"
"stacked_area_chart-retrieve_value-politics","1155","917","p65"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","1.2","1.2","p65"
"stacked_bar_chart-locate_value-politics","State 4","State 4","p65"
"stacked_bar_chart-make_comparisons-education","School B","School B","p65"
"stacked_bar_chart-retrieve_value-economy","492","492","p65"
"tree_map-identify_the_hierarchical_structure-education","Mathematics","Mathematics","p65"
"tree_map-locate_value-innovation","Pharma","Pharma","p65"
"tree_map-retrieve_value-economy","10%","15%","p65"
"100_percent_stacked_bar_chart-locate_value-population_and_demography","75+","75+","p87"
"100_percent_stacked_bar_chart-make_comparisons-innovation","Company A","Company A","p87"
"100_percent_stacked_bar_chart-retrieve_value-weather_and_climate","29%","29%","p87"
"area_chart-describe_trend_or_correlation-education","The number of graduates increases over time.","The number of graduates increases over time.","p87"
"area_chart-identify_range-weather_and_climate","[64, 98]","[64, 98]","p87"
"area_chart-locate_value-economy","Every year from 2001 to 2020","Every year from 2001 to 2020","p87"
"area_chart-retrieve_value-innovation","142","142","p87"
"bar_chart-identify_range-health","[63, 475]","[63, 475]","p87"
"bar_chart-locate_value-food_and_agriculture","Barley","Barley","p87"
"bar_chart-make_comparisons-weather_and_climate","City3","City3","p87"
"bar_chart-retrieve_value-innovation","217","217","p87"
"bubble_chart-describe_trend_or_correlation-politics","Parties with more votes tend to have more seats.","Parties with more votes tend to have more seats.","p87"
"bubble_chart-identify_range-energy_and_environment","[100,000, 130,000]","[100,098, 129,332]","p87"
"bubble_chart-locate_value-food_and_agriculture","Wheat: 43","Rye: 129","p87"
"bubble_chart-make_comparisons-energy_and_environment","Grevia","Grevia","p87"
"bubble_chart-retrieve_value-energy_and_environment","118034","118034","p87"
"bubble_chart_with_cluster-identify_clusters-innovation","Company A, Company B, Company C, Company D","Company A, Company B, Company C, Company D","p87"
"bubble_chart_with_outlier-identify_anomalies-education","School A","School A","p87"
"choropleth_map-locate_value-energy_and_environment","Maryland","Maryland","p87"
"choropleth_map-make_comparisons-energy_and_environment","California","California","p87"
"choropleth_map-retrieve_value-economy","99708","99708","p87"
"histogram-locate_value-economy","$55,000","$82,000","p87"
"histogram-make_comparisons-health","150-159","150-159","p87"
"histogram-retrieve_value-health","257","222","p87"
"line_chart-describe_trend_or_correlation-food_and_agriculture","Agricultural production shows a consistent increase from 2000 to 2019.","Agricultural production shows a consistent decrease from 2000 to 2019.","p87"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-health","32 bpm","32 bpm","p87"
"line_chart-identify_range-population_and_demography","[1500000, 122000000]","[3588198, 119145511]","p87"
"line_chart-locate_value-economy","2003","2003","p87"
"line_chart-retrieve_value-economy","5","10","p87"
"pie_chart-locate_value-economy","Construction","Construction","p87"
"pie_chart-make_comparisons-economy","Agriculture","Agriculture","p87"
"pie_chart-retrieve_value-economy","40%","40%","p87"
"scatterplot-describe_trend_or_correlation-economy","As GDP increases, Unemployment Rate decreases.","As GDP increases, Unemployment Rate decreases.","p87"
"scatterplot-identify_range-economy","[537, 1991]","[537, 1991]","p87"
"scatterplot-locate_value-energy_and_environment","355 MWh","355 MWh","p87"
"scatterplot-make_comparisons-food_and_agriculture","2100-2200 kg/ha range","2100-2200 kg/ha range","p87"
